X;Y;nom_amenageur;siren_amenageur;contact_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;id_station_itinerance;id_station_local;nom_station;implantation_station;adresse_station;code_insee_commune;coordonneesXY;nbre_pdc;id_pdc_itinerance;id_pdc_local;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;gratuit;paiement_acte;paiement_cb;paiement_autre;tarification;condition_acces;reservation;horaires;accessibilite_pmr;restriction_gabarit;station_deux_roues;raccordement;num_pdl;date_mise_en_service;observations;date_maj
6.7440689;48.451738599828;;;;;;;;Non concerné;;;;;"54039";"[6.7440689,48.45173859982805]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/9792342703;2022-09-14
-0.3581575;46.7961372002022;Séolis;;;Séolis;;;AlterBase;Non concerné;;;;;"79088";"[-0.3581575,46.796137200202175]";"2";Non concerné;FRSEOPAB12228A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/4202519996;2020-03-01
-1.6879332;47.8433425999748;;;;SDE35;;;;Non concerné;;;;;"35012";"[-1.6879331999999998,47.84334259997476]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;"2016";node/5131697921;2020-03-14
7.5099809;47.5593910000403;Saint-Louis;;;Saint-Louis;;;;Non concerné;;;;;"68061";"[7.5099809,47.559391000040264]";;Non concerné;FR*A68*P68061*A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/5701907914;2020-03-10
5.1311751;45.6417360003944;;;;Super U;;;;Non concerné;;;;;"38537";"[5.131175099999999,45.64173600039438]";"2";Non concerné;;;true;;;;;false;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/5337813039;2020-03-06
6.739699;48.4432111998302;;;;Izivia;;;;Non concerné;;;;;"54039";"[6.739698999999999,48.44321119983015]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/8719093631;2022-10-05
4.70591;45.2573240004416;SDE07;;;SDE07;;;E Born;Non concerné;;;;;"07078";"[4.705909999999999,45.25732400044164]";;Non concerné;FR*S07*P07078*A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7473189180;2020-05-02
0.3678396;46.5849436002425;;;;Lidl;;;;Non concerné;;;;;"86194";"[0.3678396,46.584943600242546]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/7024406721;2021-08-11
5.8527464;43.456723500542;;;;Hyper U Saint-Maximin-la-Sainte-Baume;;;;Non concerné;;;;;"83116";"[5.852746399999999,43.456723500542]";;Non concerné;;;;;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/6700814510;2019-08-11
-3.9888727;48.6782811997721;;;;;;;;Non concerné;;;;;"29259";"[-3.9888727,48.67828119977212]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/8973485306;2021-08-02
4.8542781;45.8446317003659;;;;Grand Lyon;;;;Non concerné;;IZIVIA;;;"69087";"[4.8542781,45.844631700365916]";"2";Non concerné;;;;;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;;;;;"node/9022646691, 7kW
FSM01A
MAT-009027";2021-08-24
1.8254433;48.6442874997805;;;;Freshmile;;;;Non concerné;;Borne de recharge Freshmile;;;"78517";"[1.8254432999999997,48.64428749978052]";;Non concerné;;;;;;;;false;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/6902244357;2019-10-21
2.6020923;48.3422378998549;SDESM;;;Izivia;;;Ecocharge77;Non concerné;;Ury;;;"77477";"[2.6020923,48.342237899854936]";"2";Non concerné;FR*S77*P77477A;;true;true;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/7299815006;2021-02-23
2.2282098;43.2392712005409;SYADEN 11;;;Bouygues Énergies et Services;;;Révéo;Non concerné;;;;;"11437";"[2.2282098,43.23927120054087]";"2";Non concerné;FR*S11*P11437*001;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7266421853;2023-06-06
2.989537;50.6702129993102;Métropole Européenne de Lille;;;Izivia;;;Pass pass électrique;Non concerné;;;;;"59356";"[2.9895369999999994,50.67021299931016]";"2";Non concerné;FR*SOD*S*NPDC*258*1*_*_;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7350889498;2021-05-19
6.0392076;43.3944200005419;Mouv Élec Var;;;Mouv Élec Var;;;;Non concerné;;La Celle_Rue De La Republique;;;"83037";"[6.039207599999999,43.39442000054195]";;Non concerné;FR*S83*P83037*A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7254993823;2020-04-15
2.4246396;48.9599845997023;;;;Airbus;;;;Non concerné;;;;;"95088";"[2.4246395999999995,48.95998459970226]";"2";Non concerné;;;;;;;;true;;true;;;Accès réservé;;;Accessibilité inconnue;;;;;;node/10988903528;2023-06-19
5.9483313;45.8606764003636;SYANE - Haute-Savoie;;;SPBR1;;;Réseau eborn;Non concerné;;;;;"74225";"[5.9483312999999995,45.860676400363566]";"1";Non concerné;FR*EBN*PXANHLH;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/8791535536;2021-07-28
-0.2810419;43.2343865005408;SDEPA 64;;;Izivia;;;MObiVE;Non concerné;;;;;"64138";"[-0.28104189999999996,43.23438650054081]";"2";Non concerné;FR*S64*PMB64*42;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7315467172;2020-09-16
5.785718;43.8314596005375;;;;;;;;Non concerné;;Parking Centre Ville;;;"04112";"[5.785717999999999,43.83145960053746]";;Non concerné;;;;;;;;false;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/6348312124;2019-03-19
2.1870196;48.8386477997323;Ville de Garches;;;Electric 55 Charging;;;Electric 55 Charging;Non concerné;;;;;"92033";"[2.1870195999999997,48.838647799732335]";"1";Non concerné;FR*55C*P92380*GAR*GAULLE;;;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7445095975;2020-04-25
2.4017827;48.803935099741;;;;Transportes Besson(Ivri s/seine);;;;Non concerné;;;;;"94081";"[2.4017827,48.803935099740954]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/5200240221;2017-10-30
2.9791338;43.1823527005401;Syndicat Audois d'Énergies;;;Bouygues Énergies et Services;support@alizecharge.fr;"+33805021480";Reveo;Non concerné;;;;;"11262";"[2.9791338,43.18235270054014]";"2";Non concerné;FR*S11*P11262008;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;true;;;;node/10884345606;2023-06-03
3.8267674;43.6435263005408;;;;;;;Révéo;Non concerné;;;;;"34116";"[3.8267673999999996,43.64352630054076]";;Non concerné;FR*M34*P34116*002;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/8679999207;2021-04-29
3.1657181;48.3394836998556;SDEY;;;SDEY;;;IRVE SDEY;Non concerné;;;;;"89124";"[3.1657181000000003,48.33948369985562]";"2";Non concerné;FR*S89*P89124*A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/5528671625;2020-03-01
2.8289177;49.00922079969;SDESM;;;Ecocharge77;;;Ecocharge77;Non concerné;;Monthyon;;;"77309";"[2.8289177,49.00922079969004]";"2";Non concerné;FR*S77*P77309A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;true;;;;node/7299924337;2022-04-18
5.7009779;48.3354465998566;;;;Communauté de communes Bassin de Neufchâteau;;;;Non concerné;;Rebeuville - Aire Camping-car;;;"88376";"[5.7009779,48.33544659985659]";"6";Non concerné;;;;;;;;false;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/3988378451;2022-12-13
6.9960324;48.0254898999316;;;;Ferme et Auberge Breitzhousen;;;;Non concerné;;Bosch eBike Charger;;;"88075";"[6.996032399999999,48.0254898999316]";;Non concerné;;;;;;;;false;;;;;Accès libre;;;Accessibilité inconnue;;true;;;;node/7730052747;2022-12-16
3.8909991;43.6075253005412;;;;;;;;Non concerné;;;;;"34172";"[3.8909991000000006,43.60752530054116]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/9058043543;2021-09-03
2.6342248;42.6757930005257;;;;;;;;Non concerné;;;;;"66088";"[2.6342248,42.675793000525736]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/10079474813;2022-10-06
-1.0282218;47.4686153000607;;;;SYDELA;;;;Non concerné;;Rue des Deux Provinces;;;"44213";"[-1.0282218,47.468615300060684]";"2";Non concerné;;;;true;;;;true;;true;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/8688495119;2021-05-01
-3.6248247;48.6615371997762;;;;;;;;Non concerné;;;;;"22194";"[-3.6248247000000005,48.66153719977625]";;Non concerné;;;;;;;;false;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/7960171759;2020-09-30
6.1745089;48.6860634997702;;;;Izivia;;;;Non concerné;;;;;"54395";"[6.1745089,48.686063499770185]";"2";Non concerné;;;true;;;;;true;;;;1€/1H;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/3084348903;2022-10-28
-0.0236895;48.7450216997556;Syndicat de l'Énergie de l'Orne (TE61);;;Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;;;Te61;Non concerné;;;;;"61006";"[-0.0236895,48.74502169975556]";"2";Non concerné;FR*S61*P61006C;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/8445497330;2022-03-12
-61.5144986;16.4164320000718;;;;;;;;Non concerné;;;;;"97122";"[-61.5144986,16.4164320000718]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/10031747772;2022-09-17
-0.4037518;49.1137681996642;SDEC ENERGIE;;;MobiSDEC;;;MobiSDEC;Non concerné;;;;;"14266";"[-0.4037518,49.11376819966419]";"2";Non concerné;FR*T14*P*ET304;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/8212257684;2020-12-10
55.4602421;-21.3344783002722;;;;Renault;;;;Non concerné;;;;;"97416";"[55.4602421,-21.334478300272192]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/4287303448;2020-03-07
0.371776;49.1383142996581;SDEC ENERGIE;;;MobiSDEC;;;MobiSDEC;Non concerné;;;;;"14403";"[0.371776,49.138314299658134]";"2";Non concerné;FR*T14*P*ET175;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/8210772211;2020-12-09
4.0628502;45.0327619004651;;;;eborn;;;;Non concerné;;Borne de recharge véhicules;;;"43200";"[4.062850200000001,45.032761900465076]";"2";Non concerné;;;;;;;;true;;true;;;Accès libre;;;Accessibilité inconnue;;;;;;node/9897528880;2022-07-19
2.8375842;48.9734246996989;SDESM;;;Izivia;;;Ecocharge77;Non concerné;;Chauconin-Neufmontiers;;;"77335";"[2.8375841999999993,48.97342469969892]";"2";Non concerné;FR*S77*P77335A;;true;true;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/7294465771;2020-03-14
7.2826549;47.7314270000008;;;;;;;;Non concerné;Prises Domestiques;Prises Domestiques - Ikea Mulhouse (Morschwiller-le-Bas);;;"68218";"[7.282654899999998,47.73142700000085]";"1";Non concerné;;;true;;;;;false;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/4501283900;2021-08-26
4.7400255;44.3039302005197;CNR;;;Freshmile;;;move in pure;Non concerné;;;;;"84019";"[4.740025499999999,44.30393020051965]";"2";Non concerné;FR*CN1*P58D280159609B;;;true;true;true;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7006818061;2020-03-23
4.7177859;49.7734957995046;;;;Clem;;;;Non concerné;;AM 139 - Charleville-Mezieres - Nevers;;;"08105";"[4.7177859,49.77349579950459]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/6128625524;2018-12-11
7.416627;43.7387280005394;CARF;;;Bouygues Énergies et Services;;;Alizé Liberté;Non concerné;;;;;"06012";"[7.416626999999999,43.73872800053936]";"2";Non concerné;FR*A22*P06012*002;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7314626148;2023-04-16
4.6275311;43.851496900537;SMEG 30;;;Bouygues Énergies et Services;;;Révéo;Non concerné;;Vallabrègues - Boulevard Émile Jamais;;;"30336";"[4.6275311,43.85149690053696]";"2";Non concerné;FR*S30*P30336*001;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/8164748810;2021-12-05
5.6908409;45.1434726004539;;;;;;;;Non concerné;MAT-023663;MAT-023663;;;"38151";"[5.6908408999999995,45.14347260045391]";"2";Non concerné;;;true;true;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/11015219714;2023-06-30
2.7268526;43.1461619005396;Syndicat Audois d'Énergies;;;Bouygues Énergies et Services;support@alizecharge.fr;"+33805021480";Reveo;Non concerné;;;;;"11140";"[2.7268525999999995,43.14616190053957]";"2";Non concerné;FR*S11*P11140001;;true;true;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;true;;;;node/10929844532;2023-06-10
4.894022;45.88454200036;Ionity;;;Ionity;;;Ionity;Non concerné;;IONITY Mionnay Saint-Galmier;;;"01248";"[4.894021999999999,45.88454200036002]";"5";Non concerné;;;;true;true;true;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7472380028;2023-01-19
6.021111;47.2474258001092;;;;Citiz;;;;Non concerné;;;;;"25056";"[6.021111,47.24742580010922]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/8330323010;2023-02-28
0.7248019;45.1798130004501;SDE 24;;;Izivia;;;MObiVE;Non concerné;FR*S24*P24322*002;FR*S24*P24322*002;;;"24322";"[0.7248018999999999,45.17981300045009]";"2";Non concerné;FR*S24*PMB24*79;"36";true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/6708749197;2021-03-02
0.3704018;46.6662703002273;;;;;;;;Non concerné;;;;;"86062";"[0.37040179999999995,46.66627030022726]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;"node/9370148989, CHAdeMO · 50 kW
Type 2 · 23.9 kW";2021-12-27
6.9260908;47.9275539999549;;;;Ferme Auberge du  Felsach;;;;Non concerné;;Bosch eBike Charger;;;"68089";"[6.9260908,47.9275539999549]";;Non concerné;;;;;;;;false;;;;;Accès libre;;;Accessibilité inconnue;;true;;;;node/7687177219;2020-07-06
5.929475;46.7500972002112;;;;Kia;;;;Non concerné;;;;;"39210";"[5.929475,46.75009720021115]";;Non concerné;;;;;;;;;;;;;Accès réservé;;;Accessibilité inconnue;;;;;;node/6753698818;2021-01-08
3.280922;45.4773646004157;;;;SIEg 63;;;;Non concerné;;;;;"63255";"[3.280922,45.47736460041569]";"2";Non concerné;;;;;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/8628575674;2022-05-19
2.33432912747666;48.9017626740212;;;;;;;;Non concerné;;;;;"93070";"[2.3343291274766633,48.90176267402124]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;way/962267886;2021-07-07
55.4680046;-21.3287067002728;;;;Freshmile;;;;Non concerné;;;;;"97416";"[55.46800459999999,-21.328706700272807]";"2";Non concerné;;;;true;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;true;;;;node/10575021189;2023-01-22
4.1749462;46.1581215003173;;;;Easy Charge;;;eborn;Non concerné;;;;;"42052";"[4.1749462,46.158121500317286]";"2";Non concerné;FRS42P42052A1;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/6278290084;2021-11-17
-1.4296603;46.657098800229;CCI LA ROCHE SUR YON;;;Mobilygreen;;;Mobilygreen;Non concerné;;;;;"85191";"[-1.4296603,46.65709880022901]";"2";Non concerné;;;;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/10079677839;2022-10-06
-1.6538876;47.4141623000728;Syndicat Départemental d'Énergie de Loire-Atlantique (SYDELA);;;Syndicat Départemental d'Énergie de Loire-Atlantique (SYDELA) | FR*S44;;;SYDEGO;Non concerné;;;;;"44073";"[-1.6538876,47.41416230007279]";"2";Non concerné;FR*S44*P44073A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/5028121770;2020-06-06
2.7616876;50.2909543993879;;;;;;;;Non concerné;;;;;"62041";"[2.7616876,50.29095439938795]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/10170132964;2022-11-08
55.4681721;-21.3288215002728;;;;freshmile;;;;Non concerné;;;;;"97416";"[55.4681721,-21.328821500272795]";"6";Non concerné;;;;true;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/9961216382;2023-01-22
3.5286527;50.3573603993738;Communauté d'Agglomération Valenciennes Métropole;;;Bouygues Énergies et Services;;;pass pass électrique;Non concerné;;;;;"59606";"[3.5286527,50.35736039937379]";"2";Non concerné;FR*H03*P59606*004;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/5028706842;2022-11-20
2.2585526;48.997342499693;;;;;;;Val Parisi;Non concerné;;;;;"95219";"[2.2585526,48.997342499692984]";"2";Non concerné;;;true;true;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/6261493398;2022-09-15
1.0858631;43.2085473005405;Eleance;;;Freshmile SAS;web@freshmile.com;"+33369246732";Freshmile;Non concerné;;;;;"31135";"[1.0858631,43.208547300540495]";"2";Non concerné;FR*FR1*P58E28A0851F24;;;true;true;true;;true;;true;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/10691659247;2023-02-24
0.2333161;46.1174516003239;Sorégies;;;Sorégies;;;ALTERBASE86;Non concerné;;B089;;;"86231";"[0.23331609999999994,46.117451600323896]";"2";Non concerné;FR*S86*PSORE*B089;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7291857130;2020-04-21
6.3396754;46.9238999001767;;;;;;;;Non concerné;;;;;"25204";"[6.339675399999999,46.92389990017675]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/9260606394;2022-03-06
-1.7583969;48.0297563999306;OUEST CHARGE - 35;;;Sodetrel;sav@izivia.com;"+33972668001";OUEST CHARGE - 35;Non concerné;;;;;"35047";"[-1.7583969,48.02975639993059]";"2";Non concerné;"FR*S35*PSD351412;FR*S35*PSD351411";;true;true;;;;true;;false;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/4071505621;2022-10-30
2.9522266;42.6604674005251;Village Maurin - Nissan;;;DRIVECO;;;Village Maurin - Nissan;Non concerné;;;;;"66189";"[2.9522265999999995,42.66046740052511]";"6";Non concerné;FR*G49*PMAURINNISSAN*1;;true;true;;;;false;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/8812434277;2023-05-11
2.9769102;49.5699818995529;;;;;;;;Non concerné;;;;;"60471";"[2.9769102,49.569981899552914]";;Non concerné;;;;true;;true;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/10750423772;2023-03-21
-0.9243758;44.0306996005316;SYDEC 40;;;Izivia;;;MObiVE;Non concerné;;;;;"40197";"[-0.9243757999999999,44.030699600531605]";"1";Non concerné;FR*S40*PMB40*59;;true;true;true;true;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7923502485;2020-09-19
1.3877969;47.6641380000164;Ionity;;;Ionity;;;Ionity;Non concerné;;IONITY Blois Ménars;;;"41288";"[1.3877968999999999,47.664138000016386]";"2";Non concerné;;;;true;;true;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/9526872798;2023-01-23
6.7310675;43.7790900005386;CAPG;;;Izivia;;;WiiiZ;Non concerné;;;;;"06028";"[6.731067499999999,43.77909000053858]";"2";Non concerné;FR*A16*P*WIIZ*35*_*_*_;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7314613925;2020-08-07
6.81395093528367;47.6833566020989;;;;;;;;Non concerné;;;;;"90093";"[6.813950935283674,47.68335660209888]";"4";Non concerné;;;;;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;;;;;way/1064688940;2022-05-28
2.5912625;49.0176977996879;SDESM;;;Izivia;;;Ecocharge77;Non concerné;;Le Mesnil-Amelot;;;"77291";"[2.5912624999999996,49.01769779968793]";"2";Non concerné;FR*S77*P77291A;;true;true;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/7299924334;2020-03-16
3.0305341;42.5456300005199;;;;;;;;Non concerné;;(ferme) lidl charging station;;;"66008";"[3.0305341,42.54563000051987]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/9656023017;2022-04-10
4.8681328;45.7525086003791;;;;Izivia;;;Izivia;Non concerné;;;;;"69123";"[4.8681328,45.75250860037913]";"5";Non concerné;;;;;;;;true;;true;;;Accès libre;;;Accessibilité inconnue;;;;;;node/2589076693;2022-10-04
-1.6988703;43.3607879005418;SDEPA 64;;;Izivia;;;MObiVE;Non concerné;;;;;"64545";"[-1.6988703,43.36078790054184]";"2";Non concerné;FR*S64*PMB64*122;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7315467184;2020-09-16
1.6937367;48.3282988998583;ENERGIE Eure-et-Loir;;;ENERGIE Eure-et-Loir | FR*S28;;;ENERGIE Eure-et-Loir;Non concerné;;;;;"28047";"[1.6937367,48.32829889985834]";"1";Non concerné;FR*S28*PSDE28*BOIS1;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/9529253438;2022-02-23
5.1820655;48.7600689997518;;;;Auchan;;;;Non concerné;;;;;"55476";"[5.182065499999999,48.760068999751844]";;Non concerné;;;;true;;true;;false;;;;;Accès libre;;24/7;Accessible mais non réservé PMR;;;;;;node/5126734015;2022-11-14
7.3460204;48.0712707999206;;;;;;;;Non concerné;;Borne de recharge véhicule électrique - Parking gare Bleylé - Niveau 1 - Place n°32;;;"68066";"[7.346020399999999,48.07127079992063]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/7017051640;2019-11-28
4.0849344;47.8475194999738;SDEY;;;SDEY;;;IRVE SDEY;Non concerné;;;;;"89407";"[4.0849344,47.84751949997378]";"2";Non concerné;FR*S89*P89407*A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/5528669389;2020-03-01
4.7433993;49.7740977995045;;;;Clem;;;;Non concerné;;AM 051 - Montcy-Notre-Dame;;;"08298";"[4.7433993,49.77409779950447]";"2";Non concerné;;;;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/6127985336;2019-11-10
3.4101572;46.116762000324;SDE03 - Allier;;;SPBR1;;;Réseau eborn;Non concerné;"BAHK1;BAHK2";"BAHK1;BAHK2";;;"03023";"[3.4101571999999996,46.116762000324016]";"2";Non concerné;FR*EBN*PSOURCE;;true;true;;;;true;;true;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/9056606927;2022-03-14
2.3146003;48.8586354997274;;;;;;;Belib';Non concerné;;Paris/Constantine/25;;;"75056";"[2.3146003,48.85863549972738]";"6";Non concerné;;;;;;;;;;;;;Accès libre;;;Non accessible;;;;;;node/3952010145;2022-06-02
5.9388588;48.2035887998887;;;;Renault;;;;Non concerné;REN332;REN332 - Renault Vittel;;;"88516";"[5.938858800000001,48.20358879988871]";"1";Non concerné;;;;;;;;false;;;;;Accès libre;;"Mo-Fr 08:00-12:00,14:00-17:00; Sa 08:00-12:00";Accessibilité inconnue;;;;;;node/3988130193;2022-11-20
7.0306943;47.8216204999798;;;;Ferme Auberge du Thanner Hubel;;;;Non concerné;;Bosch eBike Charger;;;"68040";"[7.0306943,47.82162049997984]";;Non concerné;;;;;;;;false;;;;;Accès libre;;;Accessibilité inconnue;;true;;;;node/7729996779;2020-07-20
2.0504831;47.4254983000703;Modulo (Mobilité Locale Durable);;;MODULO | FR*S41;;;Modulo;Non concerné;;;;;"41232";"[2.0504830999999997,47.42549830007027]";"2";Non concerné;FR*S41*P41211-78;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/9528045395;2022-02-22
7.7352039;48.5971679997922;;;;E. Leclerc;;;;Non concerné;;;;;"67482";"[7.735203899999998,48.597167999792184]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/10154734009;2022-11-03
2.1120834;49.461730099579;SE60;;;Freshmile;;;Mouv'Oise;Non concerné;;Salle des fêtes;;;"60639";"[2.1120834,49.46173009957899]";"2";Non concerné;FR*S60*PTILLE;;true;true;;;;false;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7294912581;2020-03-14
0.8176817;49.3596491996038;;;;"Tesla, Inc.";;;Tesla Supercharger;Non concerné;;Bourg-Achard Supercharger;;"510 Rue du Docteur Duvrac, Bourg-Achard";"27103";"[0.8176816999999998,49.359649199603794]";"20";Non concerné;;;;;;;;true;;;;"0,67 EUR/kWh";Accès libre;;24/7;Accessibilité inconnue;;;;;;node/10050793548;2023-01-23
-0.4998591;48.8094088997396;;;;;;;;Non concerné;;;;;"61007";"[-0.4998591,48.80940889973959]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/10015152517;2022-09-11
2.8569121;42.7549607005289;SDEE des Pyrénées Orientales;;;Bouygues Énergies et Services;support@alizecharge.fr;"+33805022347";Reveo;Non concerné;;;;;"66138";"[2.8569121,42.754960700528876]";"2";Non concerné;FR*S66*P66138001;;true;true;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/5896898626;2023-06-16
3.300593;49.8416599994887;USEDA;;;Freshmile;;;DIRVE 02;Non concerné;;0011 - Avenue Léo Lagrange;;;"02691";"[3.3005929999999997,49.84165999948869]";"2";Non concerné;FR*S02*E0269111A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7254993139;2020-03-21
3.4214912;43.456331800542;Hérault Énergies 34;;;Bouygues Énergies et Services;;;Reveo;Non concerné;;Pézenas - Avenue François Curée;;;"34199";"[3.4214912,43.45633180054201]";"2";Non concerné;FR*S34*P34199*003;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/8823965217;2023-06-10
-1.3482438;47.3191566000937;Syndicat Départemental d'Énergie de Loire-Atlantique (SYDELA);;;Syndicat Départemental d'Énergie de Loire-Atlantique (SYDELA) | FR*S44;;;SYDEGO;Non concerné;;;;;"44028";"[-1.3482438,47.31915660009367]";"2";Non concerné;FR*S44*P44028A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/5609843900;2021-08-23
0.3319958;44.836283200483;SDE 24;;;Izivia;;;MObiVE;Non concerné;FR*S24*P24194*001;FR*S24*P24194*001;;;"24194";"[0.3319958,44.83628320048304]";"2";Non concerné;FR*S24*PMB24*38;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7056113241;2021-03-01
